 R   <X|C|X>   <X|C|A>   <X|C|B>   <X|C|C>   <A|C|X>   <A|C|A>   <A|C|B>   <A|C|C>   <B|C|X>   <B|C|A>   <B|C|B>   <B|C|C>   <C|C|X>   <C|C|A>   <C|C|B>   <C|C|C> 
29.98 1.0 0.0 0.0 0.0 0.0 0.9995929703069049 -0.028521251053541585 0.0006474965996941159 0.0 0.02851363040035635 0.9980762493239647 -0.05504458614022878 0.0 0.000923830188527791 0.05504064015529113 0.9984832598284812
29.99 1.0 0.0 0.0 0.0 0.0 0.9995940245424848 -0.028484325488499312 0.0006454623120750908 0.0 0.02847676076800883 0.9980839753919399 -0.05492348541087083 0.0 0.0009203730736572369 0.054919564833646094 0.9984899318577904
30.0 1.0 0.0 0.0 0.0 0.0 0.9995950761897562 -0.028447442610752993 0.0006434348589328931 0.0 0.028439933386673433 0.9980916645522755 -0.054802741847708066 0.0 0.0009169306286540308 0.05479884650816724 0.9984965695656851
30.01 1.0 0.0 0.0 0.0 0.0 0.9995961252555698 -0.02841060234777908 0.000641414212604262 0.0 0.028403148187512543 0.9980993170262539 -0.05468235389445289 0.0 0.000913502777656329 0.0546784836237835 0.9985031731666199
30.02 1.0 0.0 0.0 0.0 0.0 0.9995971717467554 -0.0283738046272105 0.0006394003455629902 0.0 0.028366405101813118 0.9981069330336124 -0.054562320003398355 0.0 0.0009100894452621816 0.05455847463399534 0.9985097428735247
30.03 1.0 0.0 0.0 0.0 0.0 0.9995982156701219 -0.028337049376836277 0.0006373932304193029 0.0 0.02832970406098652 0.998114512792551 -0.05444263863537647 0.0 0.0009066905565271929 0.054438818000833264 0.9985162788978131
30.04 1.0 0.0 0.0 0.0 0.0 0.9995992570324572 -0.02830033652460128 0.0006353928399192437 0.0 0.028293044996568456 0.998122056519742 -0.05432330825971694 0.0 0.0009033060369621952 0.05431951219481654 0.9985227814493914
30.05 1.0 0.0 0.0 0.0 0.0 0.9996002958405286 -0.028263665998605778 0.0006333991469440491 0.0 0.028256427840218732 0.9981295644303373 -0.054204327354205384 0.0 0.0008999358125309037 0.054200555694911404 0.9985292507366665
30.06 1.0 0.0 0.0 0.0 0.0 0.9996013321010827 -0.02822703772710519 0.0006314121245095355 0.0 0.028219852523721212 0.9981370367379785 -0.05408569440504201 0.0 0.0008965798096475905 0.05408194698848992 0.9985356869665547
30.07 1.0 0.0 0.0 0.0 0.0 0.9996023658208454 -0.02819045163850965 0.0006294317457654734 0.0 0.028183318978983574 0.9981444736548046 -0.05396740790679986 0.0 0.0008932379551747402 0.05396368457128817 0.9985420903444906
30.08 1.0 0.0 0.0 0.0 0.0 0.9996033970065221 -0.028153907661383773 0.0006274579839949748 0.0 0.02814682713803726 0.9981518753914609 -0.05384946636238354 0.0 0.0008899101764207233 0.05384576694736508 0.9985484610744352
30.09 1.0 0.0 0.0 0.0 0.0 0.9996044256647977 -0.028117405724446185 0.0006254908126138671 0.0 0.028110376933037234 0.9981592421571075 -0.05373186828298738 0.0 0.0008865964011374529 0.05372819262906062 0.9985547993588849
30.1 1.0 0.0 0.0 0.0 0.0 0.9996054518023364 -0.028080945756569303 0.0006235302051700798 0.0 0.02807396829626193 0.9981665741594282 -0.05361461218805419 0.0 0.0008832965575180559 0.0536109601369546 0.9985611053988798
30.11 1.0 0.0 0.0 0.0 0.0 0.999606475419799 -0.02804452770967868 0.0006215762230225855 0.0 0.028037601148165107 0.9981738701936835 -0.05349770269070364 0.0 0.0008800109271419281 0.05349407407711449 0.9985673779887269
30.12 1.0 0.0 0.0 0.0 0.0 0.99960749652143 -0.028008151522057528 0.0006196288748409323 0.0 0.028001275416521386 0.9981811299036687 -0.053381140746186606 0.0 0.0008767395794009778 0.053377535402658674 0.9985736167678718
30.13 1.0 0.0 0.0 0.0 0.0 0.9996085151235332 -0.027971817085913026 0.0006176879924222118 0.0 0.027964991053348272 0.9981883557800871 -0.05326491503286424 0.0 0.0008734818716104588 0.05326133280632191 0.9985798242112431
30.14 1.0 0.0 0.0 0.0 0.0 0.9996095312326254 -0.02793552433098301 0.0006157535508088828 0.0 0.027928747991283934 0.9981955480091563 -0.053149024170242386 0.0 0.0008702377376190117 0.053145464908622306 0.9985860004985577
30.15 1.0 0.0 0.0 0.0 0.0 0.9996105448552054 -0.027899273187150415 0.000613825525145706 0.0 0.02789254616309294 0.9982027067760899 -0.053033466784014334 0.0 0.0008670071115973224 0.05302993033625957 0.9985921458085473
30.16 1.0 0.0 0.0 0.0 0.0 0.9996115559977532 -0.027863063584442904 0.0006119038906794398 0.0 0.027856385501665963 0.9982098322651018 -0.052918241506041186 0.0 0.0008637899280370667 0.05291472772209535 0.9985982603189612
30.17 1.0 0.0 0.0 0.0 0.0 0.999612564666731 -0.027826895453032716 0.0006099886227585462 0.0 0.02782026594001969 0.9982169246594091 -0.052803346974332865 0.0 0.0008605861217498731 0.05279985570513425 0.9986043442065705
30.18 1.0 0.0 0.0 0.0 0.0 0.9996135708685825 -0.027790768723236353 0.0006080796968328894 0.0 0.02778418741129659 0.9982239841412358 -0.05268878183302868 0.0 0.0008573956278662737 0.05268531293050447 0.9986103976471714
30.19 1.0 0.0 0.0 0.0 0.0 0.9996145746097336 -0.027754683325514295 0.0006061770884534353 0.0 0.02774814984876468 0.9982310108918161 -0.0525745447323779 0.0 0.0008542183818346552 0.05257109804943837 0.9986164208155882
30.2 1.0 0.0 0.0 0.0 0.0 0.9996155758965917 -0.027718639190470823 0.0006042807732719571 0.0 0.02771215318581744 0.9982380050913983 -0.05246063432872078 0.0 0.0008510543194202208 0.05245720971925348 0.9986224138856772
30.21 1.0 0.0 0.0 0.0 0.0 0.9996165747355463 -0.027682636248853656 0.0006023907270407314 0.0 0.02767619735597352 0.9982449669192476 -0.05234704928446888 0.0 0.0008479033767039364 0.05234364660333293 0.9986283770303297
30.22 1.0 0.0 0.0 0.0 0.0 0.9996175711329691 -0.02764667443155381 0.0006005069256122441 0.0 0.027640282292876656 0.9982518965536503 -0.05223378826808615 0.0 0.0008447654900814932 0.052230407371106465 0.9986343104214759
30.23 1.0 0.0 0.0 0.0 0.0 0.9996185650952133 -0.027610753669605206 0.0005986293449388863 0.0 0.02760440793029536 0.9982587941719169 -0.05212084995406925 0.0 0.0008416405962622536 0.05211749069803085 0.9986402142300881
30.24 1.0 0.0 0.0 0.0 0.0 0.9996195566286146 -0.027574873894184546 0.000596757961072661 0.0 0.027568574202122862 0.9982656599503854 -0.052008233022928646 0.0 0.0008385286322682143 0.05200489526557095 0.998646088626184
30.25 1.0 0.0 0.0 0.0 0.0 0.9996205457394904 -0.027539035036610933 0.0005948927501648788 0.0 0.027532781042376813 0.9982724940644254 -0.05189593616116893 0.0 0.0008354295354329517 0.051892619761180064 0.9986519337788304
30.26 1.0 0.0 0.0 0.0 0.0 0.9996215324341408 -0.0275032370283457 0.0005930336884658632 0.0 0.027497028385199167 0.9982792966884407 -0.051783958061269834 0.0 0.0008323432434005843 0.051780662878281015 0.9986577498561467
30.27 1.0 0.0 0.0 0.0 0.0 0.9996225167188474 -0.027467479800992133 0.0005911807523246502 0.0 0.027461316164855983 0.9982860679958736 -0.0516722974216668 0.0 0.0008292696941247238 0.05166902331624668 0.9986635370253079
30.28 1.0 0.0 0.0 0.0 0.0 0.9996234985998745 -0.027431763286295142 0.0005893339181886875 0.0 0.02742564431573717 0.998292808159208 -0.05156095294673156 0.0 0.0008262088258674258 0.051557699780380634 0.9986692954525482
30.29 1.0 0.0 0.0 0.0 0.0 0.9996244780834684 -0.027396087416141114 0.0005874931626035394 0.0 0.027390012772356424 0.9982995173499725 -0.051449923346753156 0.0 0.0008231605771981523 0.05144669098189814 0.9986750253031651
30.3 1.0 0.0 0.0 0.0 0.0 0.9996254551758578 -0.02736045212255755 0.0005856584622125837 0.0 0.027354421469350892 0.9983061957387448 -0.05133920733791827 0.0 0.0008201248869927171 0.051335995637906556 0.9986807267415216
30.31 1.0 0.0 0.0 0.0 0.0 0.9996264298832537 -0.0273248573377129 0.0005838297937567172 0.0 0.027318870341481134 0.9983128434951545 -0.05122880364229226 0.0 0.000817101694432249 0.051225612471386385 0.9986863999310509
30.32 1.0 0.0 0.0 0.0 0.0 0.9996274022118494 -0.027289302993916208 0.000582007134074052 0.0 0.0272833593236308 0.9983194607878867 -0.051118710987799576 0.0 0.0008140909390021374 0.05111554021117166 0.9986920450342587
30.33 1.0 0.0 0.0 0.0 0.0 0.9996283721678207 -0.02725378902361695 0.0005801904600996218 0.0 0.027247888350806552 0.9983260477846853 -0.05100892810820475 0.0 0.0008110925604909954 0.051005777591931 0.9986976622127277
30.34 1.0 0.0 0.0 0.0 0.0 0.9996293397573259 -0.027218315359404673 0.0005783797488650773 0.0 0.027212457358137782 0.9983326046523571 -0.0508994537430928 0.0 0.0008081064989896058 0.05089632335414803 0.9987032516271201
30.35 1.0 0.0 0.0 0.0 0.0 0.9996303049865056 -0.027182881934008838 0.0005765749774983927 0.0 0.02717706628087651 0.9983391315567746 -0.05079028663785017 0.0 0.0008051326948898826 0.050787176244102346 0.9987088134371818
30.36 1.0 0.0 0.0 0.0 0.0 0.9996312678614833 -0.027147488680298502 0.0005747761232235641 0.0 0.027141715054397147 0.9983456286628797 -0.05068142554364538 0.0 0.0008021710888838224 0.05067833501385015 0.9987143478017453
30.37 1.0 0.0 0.0 0.0 0.0 0.9996322283883645 -0.027112135531282038 0.0005729831633603087 0.0 0.027106403614196285 0.9983520961346873 -0.05057286921740955 0.0 0.0007992216219624554 0.05056979842120485 0.9987198548787333
30.38 1.0 0.0 0.0 0.0 0.0 0.999633186573238 -0.02707682242010695 0.000571196075323771 0.0 0.02707113189589259 0.998358534135289 -0.050464616421817404 0.0 0.0007962842354148078 0.05046156522971804 0.9987253348251623
30.39 1.0 0.0 0.0 0.0 0.0 0.9996341424221745 -0.02704154928005953 0.0005694148366242183 0.0 0.02703589983522651 0.9983649428268556 -0.05035666592526767 0.0 0.000793358870826847 0.05035363420865995 0.9987307877971461
30.4 1.0 0.0 0.0 0.0 0.0 0.9996350959412282 -0.02700631604456468 0.0005676394248667467 0.0 0.027000707368060196 0.998371322370642 -0.05024901650186408 0.0 0.0007904454700804448 0.05024600413300044 0.9987362139498984
30.41 1.0 0.0 0.0 0.0 0.0 0.9996360471364354 -0.026971122647185576 0.0005658698177509777 0.0 0.026965554430377202 0.9983776729269893 -0.050141666931395754 0.0 0.0007875439753523232 0.050138673783389424 0.9987416134377376
30.42 1.0 0.0 0.0 0.0 0.0 0.9996369960138154 -0.026935969021623467 0.0005641059930707633 0.0 0.026930440958282394 0.9983839946553293 -0.05003461599931819 0.0 0.0007846543291130165 0.05003164194613788 0.998746986414089
30.43 1.0 0.0 0.0 0.0 0.0 0.9996379425793704 -0.026900855101717414 0.0005623479287138851 0.0 0.02689536688800173 0.9983902877141874 -0.049927862496733845 0.0 0.000781776474125822 0.049924907413198445 0.9987523330314891
30.44 1.0 0.0 0.0 0.0 0.0 0.9996388868390853 -0.026865780821443957 0.0005605956026617542 0.0 0.026860332155882023 0.9983965522611862 -0.049821405220372726 0.0 0.0007789103534457519 0.04981846898214603 0.9987576534415885
30.45 1.0 0.0 0.0 0.0 0.0 0.9996398287989281 -0.02683074611491697 0.0005588489929891154 0.0 0.026825336698390833 0.9984027884530493 -0.049715242972573355 0.0 0.0007760559104184943 0.04971232545615881 0.9987629477951556
30.46 1.0 0.0 0.0 0.0 0.0 0.9996407684648496 -0.02679575091638729 0.0005571080778637449 0.0 0.026790380452116208 0.9984089964456042 -0.049609374561263166 0.0 0.0007732130886793597 0.04960647564399863 0.99876821624208
30.47 1.0 0.0 0.0 0.0 0.0 0.9996417058427834 -0.02676079516024256 0.0005553728355461551 0.0 0.026755463353766565 0.9984151763937864 -0.04950379879993952 0.0 0.0007703818321522436 0.049500918359992055 0.9987734589313758
30.48 1.0 0.0 0.0 0.0 0.0 0.9996426409386466 -0.026725878781006865 0.0005536432443892912 0.0 0.02672058534017042 0.9984213284516422 -0.049398514507650086 0.0 0.0007675620850485728 0.049395652424010776 0.9987786760111853
30.49 1.0 0.0 0.0 0.0 0.0 0.9996435737583389 -0.026691001713340594 0.0005519192828382374 0.0 0.0266857463482763 0.9984274527723329 -0.04929352050897388 0.0 0.0007647537918662675 0.04929067666145263 0.9987838676287819
30.5 1.0 0.0 0.0 0.0 0.0 0.9996445043077432 -0.02665616389204005 0.0005502009294299127 0.0 0.02665094631515244 0.9984335495081377 -0.049188815634001626 0.0 0.0007619568973886881 0.049185989903222045 0.9987890339305745
30.51 1.0 0.0 0.0 0.0 0.0 0.9996454325927258 -0.026621365252037295 0.0005484881627927767 0.0 0.02661618517798671 0.9984396188104574 -0.04908439871831676 0.0 0.0007591713466835964 0.04908159098571101 0.9987941750621098
30.52 1.0 0.0 0.0 0.0 0.0 0.9996463586191358 -0.02658660572839986 0.0005467809616465283 0.0 0.026581462874086356 0.9984456608298179 -0.04898026860297599 0.0 0.000756397085102107 0.04897747875077968 0.9987992911680766
30.53 1.0 0.0 0.0 0.0 0.0 0.9996472823928059 -0.026551885256330433 0.0005450793048018056 0.0 0.0265467793408778 0.9984516757158737 -0.0488764241344899 0.0 0.0007536340582776383 0.048873652045737 0.998804382392309
30.54 1.0 0.0 0.0 0.0 0.0 0.9996482039195517 -0.026517203771166703 0.0005433831711598907 0.0 0.02651213451590653 0.9984576636174112 -0.048772864164803906 0.0 0.000750882212124875 0.04877010972332169 0.9988094488777892
30.55 1.0 0.0 0.0 0.0 0.0 0.9996491232051724 -0.026482561208380984 0.0005416925397124063 0.0 0.02647752833683681 0.9984636246823525 -0.04866958755127868 0.0 0.000748141492838713 0.048666850641682684 0.9988144907666524
30.56 1.0 0.0 0.0 0.0 0.0 0.9996500402554503 -0.026447957503580064 0.0005400073895410214 0.0 0.026442960741451596 0.9984695590577586 -0.04856659315667114 0.0 0.0007454118468932232 0.04856387366436009 0.9988195082001885
30.57 1.0 0.0 0.0 0.0 0.0 0.9996509550761513 -0.026413392592504855 0.0005383276998171479 0.0 0.02640843166765225 0.9984754668898328 -0.04846387984911482 0.0 0.0007426932210405966 0.048461177660265704 0.9988245013188468
30.58 1.0 0.0 0.0 0.0 0.0 0.9996518676730246 -0.02637886641103022 0.0005366534498016461 0.0 0.026373941053458447 0.9984813483239245 -0.048361446502100953 0.0 0.0007399855623101082 0.04835876150366397 0.998829470262239
30.59 1.0 0.0 0.0 0.0 0.0 0.9996527780518029 -0.02634437889516462 0.0005349846188445212 0.0 0.02633948883700789 0.9984872035045325 -0.04825929199445878 0.0 0.0007372888180070616 0.04825662407415242 0.9988344151691424
30.6 1.0 0.0 0.0 0.0 0.0 0.9996536862182023 -0.026309929981049945 0.0005333211863846284 0.0 0.02630507495655621 0.9984930325753083 -0.04815741521033659 0.0 0.000734602935711752 0.048154764256642675 0.9988393361775039
30.61 1.0 0.0 0.0 0.0 0.0 0.9996545921779226 -0.026275519604961203 0.0005316631319493729 0.0 0.026270699350476736 0.99849883567906 -0.04805581503918227 0.0 0.0007319278632784163 0.04805318094134103 0.9988442334244427
30.62 1.0 0.0 0.0 0.0 0.0 0.9996554959366472 -0.02624114770330625 0.0005300104351544079 0.0 0.026236361957260274 0.9985046129577554 -0.0479544903757239 0.0 0.0007292635488341856 0.04795187302372908 0.9988491070462547
30.63 1.0 0.0 0.0 0.0 0.0 0.9996563975000429 -0.026206814212625593 0.0005283630757033411 0.0 0.026202062715515003 0.9985103645525257 -0.04785344011995072 0.0 0.0007266099407780459 0.04785083940454472 0.9988539571784151
30.64 1.0 0.0 0.0 0.0 0.0 0.9996572968737603 -0.026172519069592042 0.0005267210333874304 0.0 0.0261678015639662 0.9985160906036689 -0.04775266317709356 0.0 0.0007239669877797847 0.04775007898976256 0.9988587839555819
30.65 1.0 0.0 0.0 0.0 0.0 0.9996581940634338 -0.02613826221101055 0.0005250842880852899 0.0 0.02613357844145613 0.998521791250653 -0.04765215845760581 0.0 0.000721334638778953 0.0476495906905749 0.9988635875116001
30.66 1.0 0.0 0.0 0.0 0.0 0.9996590890746814 -0.026104043573817865 0.0005234528197625863 0.0 0.026099393286943773 0.9985274666321202 -0.04755192487714381 0.0 0.0007187128429838127 0.047549373423372246 0.9988683679795041
30.67 1.0 0.0 0.0 0.0 0.0 0.999659981913105 -0.026069863095082326 0.0005218266084717439 0.0 0.026065246039504723 0.9985331168858895 -0.04745196135654786 0.0 0.0007161015498702968 0.04744942610972421 0.9988731254915217
30.68 1.0 0.0 0.0 0.0 0.0 0.9996608725842903 -0.0260357207120036 0.0005202056343516444 0.0 0.026031136638330957 0.9985387421489609 -0.04735226682182278 0.0 0.0007135007091809615 0.04734974767636019 0.998877860179078
30.69 1.0 0.0 0.0 0.0 0.0 0.9996617610938068 -0.02600161636191238 0.0005185898776273257 0.0 0.025997065022730616 0.9985443425575183 -0.04725284020411852 0.0 0.0007109102709239377 0.04725033705514991 0.9988825721727976
30.7 1.0 0.0 0.0 0.0 0.0 0.9996626474472079 -0.02596754998227019 0.0005169793186096872 0.0 0.025963031132127893 0.9985499182469336 -0.04715368043971109 0.0 0.0007083301853718914 0.047151193183084486 0.9988872616025093
30.71 1.0 0.0 0.0 0.0 0.0 0.9996635316500311 -0.025933521510669046 0.0005153739376951866 0.0 0.025929034906062763 0.9985554693517696 -0.047054786469983005 0.0 0.0007057604030609715 0.04705231500225678 0.9988919285972486
30.72 1.0 0.0 0.0 0.0 0.0 0.9996644136980725 -0.02589953093014704 0.0005137738256214117 0.0 0.025895076291493197 0.998560994365975 -0.04695616510166084 0.0 0.0007032013209599158 0.04695370931012984 0.9988965716548694
30.73 1.0 0.0 0.0 0.0 0.0 0.9996652935952073 -0.025865578186152465 0.0005121789814365184 0.0 0.025861155229414283 0.9985664931476348 -0.04685781660384621 0.0 0.0007006529649173114 0.046855376374835216 0.9989011906295399
30.74 1.0 0.0 0.0 0.0 0.0 0.9996661713597433 -0.025831663156939185 0.0005105892404694381 0.0 0.02582727165008758 0.9985719679902509 -0.04675972957293814 0.0 0.0006981146981802648 0.04675730480660815 0.9989057877968711
30.75 1.0 0.0 0.0 0.0 0.0 0.9996670469971032 -0.025797785780856806 0.0005090045840349871 0.0 0.02579342549355283 0.9985774190165729 -0.0466619030118378 0.0 0.0006955864746718711 0.0466594936089892 0.9989103632741982
30.76 1.0 0.0 0.0 0.0 0.0 0.9996679205126944 -0.025763945996379666 0.0005074249935210103 0.0 0.025759616699963947 0.9985828463487224 -0.04656433592766964 0.0 0.0006930682485288151 0.04656194178973859 0.9989149171782437
30.77 1.0 0.0 0.0 0.0 0.0 0.9996687919119098 -0.025730143742106592 0.0005058504503881728 0.0 0.025725845209588826 0.9985882501081962 -0.04646702733176859 0.0 0.0006905599741006966 0.046464648360823375 0.9989194496251195
30.78 1.0 0.0 0.0 0.0 0.0 0.9996696612001275 -0.025696378956760635 0.000504280936169752 0.0 0.025692110962809107 0.9985936304158678 -0.0463699762396672 0.0 0.0006880616059493566 0.04636761233840471 0.9989239607303292
30.79 1.0 0.0 0.0 0.0 0.0 0.9996705283827104 -0.025662651579188938 0.0005027164324714349 0.0 0.02565841390012009 0.9985989873919899 -0.04627318167108321 0.0 0.0006855730988482111 0.046270832742825334 0.9989284506087703
30.8 1.0 0.0 0.0 0.0 0.0 0.9996713934650072 -0.02562896154836242 0.0005011569209711068 0.0 0.025624753962130445 0.9986043211561962 -0.04617664264990655 0.0 0.0006830944077815729 0.04617430859859663 0.998932919374736
30.81 1.0 0.0 0.0 0.0 0.0 0.9996722564523517 -0.025595308803375644 0.0004996023834186498 0.0 0.025591131089562135 0.9986096318275035 -0.0460803582041869 0.0 0.000680625487943987 0.04607803893438618 0.9989373671419173
30.82 1.0 0.0 0.0 0.0 0.0 0.9996731173500628 -0.025561693283446506 0.0004980528016357317 0.0 0.02555754522325013 0.9986149195243141 -0.045984327366120716 0.0 0.0006781662947395514 0.04598202278300483 0.9989417940234051
30.83 1.0 0.0 0.0 0.0 0.0 0.999673976163445 -0.02552811492791611 0.0004965081575156033 0.0 0.02552399630414234 0.9986201843644177 -0.0458885491720388 0.0 0.0006757167837812527 0.045886259181394225 0.9989462001316924
30.84 1.0 0.0 0.0 0.0 0.0 0.9996748328977881 -0.025494573676248442 0.0004949684330228885 0.0 0.02549048427329931 0.9986254264649932 -0.04579302266239331 0.0 0.0006732769108902879 0.045790747170613856 0.9989505855786763
30.85 1.0 0.0 0.0 0.0 0.0 0.9996756875583673 -0.02546106946803025 0.000493433610193381 0.0 0.025457009071894143 0.9986306459426115 -0.04569774688174527 0.0 0.0006708466320953976 0.045695485795828605 0.99895495047566
